,0,1,2
4387,give a little bit,supertramp,6XUHsYE38CEbYunT983O9G
4388,give a little bit,supertramp,4zuUbVOygkYUQkoYIO3DAP
4389,give a little bit,supertramp,3HENstN0Fa7hsa822CSkTz
4390,give a little bit,supertramp,3ubTVr9oZFJ4KfuVJA7kGn
4391,give a little bit,supertramp,0X4dj85ZFjmIUtOTLYLcD0
4392,thats rock n roll,shaun cassidy,0VZ8HejqjGgKtotIvBfvd9
4393,love so right,bee gees,2rVxsVGLFssDfM5B9BUL0K
4394,love so right,bee gees,6cfjgIz8zb6PT0M1xJOMnn
4395,love so right,bee gees,4j9zLofJDWtW8DVuGVi3De
4396,love so right,bee gees,6uLH7XB1cdmMqFXJEtoRzN
4397,the rubberband man,the spinners,13Mzsb8VzRSZ5w3pM48cn6
4398,the rubberband man,the spinners,1E3K9QkIWCEL2awcl8kfwN
4399,the rubberband man,the spinners,196QhFNtsrmMK2wDz4ZnIH
4400,the rubberband man,the spinners,4Q5HmyNvQHlfylzGY7V3Wr
4401,the rubberband man,the spinners,5XVb0qfmmkmmsyy7j8oObk
4402,the rubberband man,the spinners,2oNhvMFZaXPKP6Yjyg8gD7
4403,the rubberband man,the spinners,2JFKDNn6nVsIrDWK0CYy4n
4404,the rubberband man,the spinners,5RkJWXHjy8TJeFIYAYZ6fP
4405,the rubberband man,the spinners,6pi2GHwLCGVnArbEyYLRa4
4406,the rubberband man,the spinners,42scBikLJOdaNx0oWp5sCX
4407,the rubberband man,the spinners,5kwL0k3J0kejoxpNU9bEVJ
4408,the rubberband man,the spinners,0FXLQAnvEphQ8ihNRGipGw
4409,the rubberband man,the spinners,0wKGdLKZTlp3XCsdaOVfS1
4410,the rubberband man,the spinners,2fmy51xzuWn7WEodsllZO0
4411,the rubberband man,the spinners,62et7kEJlCXnrCjjhQQ2aC
4412,the rubberband man,the spinners,6IElLXz1CesLB8t1WrZv2O
4413,the rubberband man,the spinners,0TDwIjNn6evvl5JySl9StA
4414,i never cry,alice cooper,7y5mfSJLUmPYmrI5hcCWnT
4415,i never cry,alice cooper,5zukzfEEJae2y2dC6uGRAc
4416,nobody does it better,carly simon,49RUdNvwSiUTC8fBh4KKoC
4417,nobody does it better,carly simon,0iX5cr8cZN43iBUkGjiyTi
4418,nobody does it better,carly simon,240vi0Gt8ZOdPwC1PbzfUJ
4419,nobody does it better,carly simon,4zFqdliwMlGHfTVwrLK2ST
4420,loves grown deep,kenny nolan,5U7BnxhqyhVJJH3xb4Mbya
4421,aint gonna bump no more with no big fat woman,joe tex,0XXjBRi5sNWojqxmYJGiA2
4422,aint gonna bump no more with no big fat woman,joe tex,5oXKCNGMKI8Cr7iAvxQyPD
4423,aint gonna bump no more with no big fat woman,joe tex,5SlXUbkNMa4BM1XSUACcGO
4424,aint gonna bump no more with no big fat woman,joe tex,6e1PAdqvbiiUYFFfwvXHAL
4425,aint gonna bump no more with no big fat woman,joe tex,5WIu2HPQQqDqFFxXEflTQU
4426,aint gonna bump no more with no big fat woman,joe tex,6JDOtgVaqf7uXy1SJgU0By
4427,i wanna get next to you,rose royce,6xQ0ddCb8shRgklYhDxK10
4428,i wanna get next to you,rose royce,59fcN9yQ1TKN3qRXolw5FQ
4429,i wanna get next to you,rose royce,1Ooab2c7Thl7n5mdYQMlT5
4430,i wanna get next to you,rose royce,0Kk5uiQGtKv6n3yQTaFAZ6
4431,i wanna get next to you,rose royce,1UhZisxTJm9Zb3SEJBfSf7
4432,i wanna get next to you,rose royce,6wFM9VkA1JmfzDDfHtkTZI
4433,somebody to love,queen,4rDbp1vnvEhieiccprPMdI
4434,somebody to love,queen,1kn8Jj0i9IwyO3yDgDyUSR
4435,somebody to love,queen,2w4etd9ghamWZUqpk1uINX
4436,somebody to love,queen,3g8OM1tEhwNQqsXDHhVbQQ
4437,walk this way,aerosmith,5SZ6zX4rOrEQferfFC2MfP
4438,walk this way,aerosmith,6qUEOWqOzu1rLPUPQ1ECpx
4439,walk this way,aerosmith,6383JtME0wEWbQehJwhtWA
4440,walk this way,aerosmith,1ElZakrqLIu86MY4c4ZZZL
4441,walk this way,aerosmith,4q2RvHvLMk1k7DYEr8FpOV
4442,walk this way,aerosmith,2lVh4DO6HfupzVjcNiroT3
4443,cherchez la femme,dr buzzards original savannah band,5endSWellqnUqEIO2OOdzj
4444,cherchez la femme,dr buzzards original savannah band,1k5DxpoTWp2VI1q64ZYqou
4445,cherchez la femme,dr buzzards original savannah band,0yLeYaYU0HmXRANm494YC8
4446,year of the cat,al stewart,5jYYumalS1qELrcChOCZrK
4447,year of the cat,al stewart,0RAPMP5Hm91ug3AiYcOz2m
4448,year of the cat,al stewart,2NQhQlcVAcDRN3jf6FDTlm
4449,year of the cat,al stewart,7JJqtnW3ZMWCmsBHfFyxg2
4450,year of the cat,al stewart,6GXl3ADX2Lw5JaOSk620j2
4451,year of the cat,al stewart,4BLzgzPXRcwnfAjDzhGu4A
4452,year of the cat,al stewart,0g80UQYNUAyoNJHeB5c9Dd
4453,year of the cat,al stewart,60d1VK2qyWQb10pVr9Wu6R
4454,year of the cat,al stewart,48BTINdoIwwrHymXPdAQ0O
4455,year of the cat,al stewart,7eEaCEt1Rkp0p8HNzSf923
4456,year of the cat,al stewart,2rVfc9Ds1SBvUqKco72gDl
4457,year of the cat,al stewart,0Dyja5GxdxI41uow2mb0Nd
4458,year of the cat,al stewart,5ZRHBpM2pSFpISStoaKauM
4459,year of the cat,al stewart,3WXBpwHQG5srplCx08g4ff
4460,boogie nights,heatwave,20zOIoex7YchUh87d8tlvg
4461,boogie nights,heatwave,4uWDX7A0bkviAp68GKXYJd
4462,boogie nights,heatwave,2rWsH75Ush2DPXyPYv9DBw
4463,boogie nights,heatwave,6r5RA9V4KMb6DQ8HPuTVYj
4464,boogie nights,heatwave,0ykMehcHOKSjVb5hT56iQO
4465,go your own way,fleetwood mac,07GvNcU1WdyZJq3XxP0kZa
4466,go your own way,fleetwood mac,15rjQH7nTcTomKwfVMd4xl
4467,go your own way,fleetwood mac,5Xuqdg5YKspLi862bT13hp
4468,go your own way,fleetwood mac,2m7LB5YNXRgeYD5JCCJt28
4469,go your own way,fleetwood mac,0QmuYGuFDPQdESlbPjmFD3
4470,go your own way,fleetwood mac,3zo3hPlqMWO9NezEMl3Kjh
4471,go your own way,fleetwood mac,6BGRxoR5ry5hXaBq5hny0Q
4472,go your own way,fleetwood mac,5pJoX8CeMlTYA8z5nXOtKG
4473,go your own way,fleetwood mac,3AsOTlJkROSGG5JL7cjyCw
4474,sorry seems to be the hardest word,elton john,3IpgGfyVcLMhKGFI093bih
4475,sorry seems to be the hardest word,elton john,6XfxmT5QNCXvpZA6PKfWVL
4476,sorry seems to be the hardest word,elton john,6F9jdzX7CfixvCsCkW7zw9
4477,sorry seems to be the hardest word,elton john,4K9xSSAsjDeMM4IGU61wSu
4478,sorry seems to be the hardest word,elton john,6q7AwoBe44UEL3TiSnk6B1
4479,sorry seems to be the hardest word,elton john,0JpJdrNNSZfLiKblrAABu2
4480,dont worry baby,bj thomas,0pc35JLm02Lzx7SiXp3jrY
4481,knowing me knowing you,abba,798cuJeotvXP8UVa8GJPnD
4482,knowing me knowing you,abba,5wTlYf7V2ser4UslPKxIKU
4483,knowing me knowing you,abba,4VR8erwUal5AIAhX4aBkhv
4484,knowing me knowing you,abba,5CneYQz33XzOZKBeMOTwFO
4485,knowing me knowing you,abba,38Y2VTm1fV3uZsUN7304pi
4486,knowing me knowing you,abba,3s5sRsR6gKiFzPlp4G4Ddb
4487,how much love,leo sayer,1BltsZbWBczTcy4llQFxiy
4488,star wars main title,london symphony orchestra,0YBRFUdEwPDp5Zqr4u7Wos
4489,star wars main title,london symphony orchestra,1fBPzjzpVpFZn6kfOooUtr
4490,star wars main title,london symphony orchestra,59D5ij4iDZYsxnqqYJHvsb
4491,star wars main title,london symphony orchestra,56ewKOfmqJYtqrPbIHSIKQ
4492,star wars main title,london symphony orchestra,1oNeUMbqj9W4MaTwRGk3bN
4493,star wars main title,london symphony orchestra,2HIqNbnpN41Xws8Tbm5ied
4494,shadow dancing,andy gibb,4K9rsZnoVWNSmmb3X8bmvT
4495,shadow dancing,andy gibb,1Rj2vKjzAVzsnmofZzYFWh
4496,shadow dancing,andy gibb,2xaHhKOr9Vy69Q2fxbOXz4
4497,shadow dancing,andy gibb,1EpnX6VZapps3ePptUBFA5
4498,shadow dancing,andy gibb,30IpEYZRHYmS8yZyMM5aYK
4499,shadow dancing,andy gibb,2pffVdl8U23KBP23Ng08dI
4500,night fever,bee gees,5KgbyD2lQQlIupAaPjgiXg
4501,night fever,bee gees,3mRM4NM8iO7UBqrSigCQFH
4502,night fever,bee gees,6bV6Oq9zscFsJIb8BJEo1m
4503,night fever,bee gees,49OMJ1prsRA7ZYgrAjz70c
4504,night fever,bee gees,7CD7yloFjtrD75PRbZwgUN
4505,night fever,bee gees,0jAaMqSa8g6W3IOnZqrnNZ
4506,night fever,bee gees,4t0Pj3iBnSCZv5pDEPNmzG
4507,night fever,bee gees,1W9zants12SLSVJE2QPYij
4508,you light up my life,debby boone,3dFR132gzO8jxD57R2gid3
4509,you light up my life,debby boone,0q7fhsaZMwAbB9aPwqJJ64
4510,you light up my life,debby boone,4HILY6mClUBNfAIToPovs5
4511,stayin alive,bee gees,3mRM4NM8iO7UBqrSigCQFH
4512,stayin alive,bee gees,4UDmDIqJIbrW0hMBQMFOsM
4513,stayin alive,bee gees,7qK3JFriCqLorQivsJYG2X
4514,stayin alive,bee gees,3Snzgyts4X42ZvAzMNWTcB
4515,stayin alive,bee gees,53PwxPLdWS1tsNgoAfxTv4
4516,stayin alive,bee gees,3JgF4tdb1HVyEBw4K6m2JZ
4517,kiss you all over,exile,3FGcQkWQlkeB82RdZwlw8V
4518,kiss you all over,exile,61yHo2gXQ8IiIrNBUY8JIU
4519,kiss you all over,exile,3Ooo2Fns6FAtqXpDexeOy5
4520,kiss you all over,exile,2JK1wOZCGUDbJOSaHAa8BM
4521,kiss you all over,exile,4f19WrYwND0Q30PAW70QyZ
4522,kiss you all over,exile,2rzJQbh927QSMZJ2vKxae8
4523,kiss you all over,exile,4EbTANNh8CnlXinAuD0ykJ
4524,how deep is your love,bee gees,2JoZzpdeP2G6Csfdq5aLXP
4525,how deep is your love,bee gees,1W9zants12SLSVJE2QPYij
4526,baby come back,player,3adQpYatYOsgAKr853t4mZ
4527,love is thicker than water,andy gibb,3jdBf1cJ2QmTzNUixplppA
4528,love is thicker than water,andy gibb,5WdF8jm3hBNi1t9qlqdjsE
4529,love is thicker than water,andy gibb,7D8OBzaauhOOfERSFINp2I
4530,love is thicker than water,andy gibb,2bOYEeq52xjn0l4lRGSsPF
4531,boogie oogie oogie,a taste of honey,0y0QpmcF1G3F79rjk3fjUx
4532,boogie oogie oogie,a taste of honey,6JY5sdonFvRFwLLL84GP4d
4533,boogie oogie oogie,a taste of honey,07NrCEN3egNvw8td2LxqJO
4534,boogie oogie oogie,a taste of honey,0wXMWFDlekl3mfAJGcixlq
4535,boogie oogie oogie,a taste of honey,6da6J9I71hwifYblc9pCfy
4536,boogie oogie oogie,a taste of honey,7BiGwVl7QW1aI4XiyDD4VD
4537,boogie oogie oogie,a taste of honey,2S3ybhk1kmCXm0e9o0YeNb
4538,three times a lady,commodores,2uTGX4wxnRGS3i0FSOMGCQ
4539,three times a lady,commodores,4kaBnHk9bo1x9NlxU4Q2hG
4540,three times a lady,commodores,0wncUWg5piLmDhn8wry8jM
4541,three times a lady,commodores,0XNeANPI5Ru5u6gmmunWdS
4542,three times a lady,commodores,0EIgb5q5qIwkDrMd3RcBLk
4543,three times a lady,commodores,3Ag5t6d0ADjbgYqO6TPLxN
4544,grease,frankie valli,5Vrczz39CvlD3OGCa6utoA
4545,grease,frankie valli,6X1D6qbVmK48uoOD9nIvVV
4546,grease,frankie valli,23Ub4uo7HQutrp9bq9BeGg
4547,grease,frankie valli,11ZnVkr0UJiTM14qAa8MW1
4548,i go crazy,paul davis,08kvJTpcthAvvvW0BAcGHN
4549,i go crazy,paul davis,5vp0hXIvkhFhQlUJo0WmHA
4550,emotion,samantha sang,1TSehAcbBAcmZlSNMjmf6U
4551,lay down sally,eric clapton,6io0LJIP9ntX35hTfaxwQG
4552,lay down sally,eric clapton,6osKbmdy3YlT1dtnNAaJnH
4553,lay down sally,eric clapton,6PsC1v6BMB1DgY352W2ALa
4554,lay down sally,eric clapton,6kSSORnF2vhzDpGftPXNWz
4555,lay down sally,eric clapton,7cO579OE7KlzJLTQ3Bh7pM
4556,lay down sally,eric clapton,7KvIISis7A5QHzXrlylnJD
4557,lay down sally,eric clapton,4JWjrDktgoiMT6hjS3spuz
4558,lay down sally,eric clapton,13yVMtXoDheeVsq4aRHpWF
4559,lay down sally,eric clapton,1HnoFF09xHAvLQJwceDgqS
4560,lay down sally,eric clapton,1EMHFOphJ7XpyCCQ8AuFyp
4561,miss you,the rolling stones,3hJLKtTpgct9Y9wKww0BiR
4562,just the way you are,billy joel,49MHCPzvMLXhRjDantBMVH
4563,with a little luck,wings,73JqQIGZUZxCVfY54RSpCH
4564,with a little luck,wings,1CPTAkaqBwFfe7xUjScKIr
4565,with a little luck,wings,3OBDZuVwTajsr1LxRwaPOo
4566,with a little luck,wings,3d697S1djUcLVFLPczlBud
4567,with a little luck,wings,4BlaHyQ86vy2OKxKZFekSA
4568,with a little luck,wings,1dis8VQDC7wcfyw2EfKdXa
4569,if i cant have you,yvonne elliman,7hIo2An8IJ0gBtzogU7Lud
4570,dance dance dance yowsah yowsah yowsah,chic,1SwyDb5qUcLjukFqSCRqxy
4571,dance dance dance yowsah yowsah yowsah,chic,2HXNOuXxXOyKahilEfQHHO
4572,dance dance dance yowsah yowsah yowsah,chic,6qkxwiYaNSRzSPP3iY3Kqy
4573,dance dance dance yowsah yowsah yowsah,chic,0YnjpvsQGmPMgwMutsIT40
4574,dance dance dance yowsah yowsah yowsah,chic,1gHjPSEIKmFE9M8PAV2RyQ
4575,dance dance dance yowsah yowsah yowsah,chic,3DHP5gvDfBebyI4Blw3RfA
4576,dance dance dance yowsah yowsah yowsah,chic,5V7WqyWx6edBKhMaYoP8zW
4577,dance dance dance yowsah yowsah yowsah,chic,7cOf1rOCbb8QS0GhUMHoL7
4578,dance dance dance yowsah yowsah yowsah,chic,52shlOr3aUgGVEJueAIv1O
4579,dance dance dance yowsah yowsah yowsah,chic,7poZ3nMdCgCnLZPvtOLmMm
4580,dance dance dance yowsah yowsah yowsah,chic,323pRO97lwFGzYeoq4nI0P
4581,dance dance dance yowsah yowsah yowsah,chic,4Zjo6NxLJUA7OZykHbA50t
4582,dance dance dance yowsah yowsah yowsah,chic,7F2UjO7y9tx8zd2VjaovBN
4583,dance dance dance yowsah yowsah yowsah,chic,2I7yJPHMRWmhHBvSbNGGJd
4584,dance dance dance yowsah yowsah yowsah,chic,21pLaaMyPNAWW8mKMlrkrs
4585,dance dance dance yowsah yowsah yowsah,chic,5NzdyI0nYt4TX2H7lVGvax
4586,feels so good,chuck mangione,2M7EflZCPCqqRLB9hy5MDy
4587,feels so good,chuck mangione,6C2nRgaujO84uuHZkaXcZQ
4588,hot child in the city,nick gilder,69eihm0ByPDKtOnZ2B9mA7
4589,hot child in the city,nick gilder,0PBnglHJ7AVxCfeQRhgrFy
4590,love is like oxygen,sweet,16Juy52x1pHGR13JubZtUz
4591,love is like oxygen,sweet,4P90OxmWTJI5uAt9e65lMV
4592,love is like oxygen,sweet,5YTAcXKA1CwlIQpbj95zpE
4593,love is like oxygen,sweet,2ZelecrK0jLS7HFhbDLj5Q
4594,love is like oxygen,sweet,6z0xZBpQaD15Ik6ZSdq2rE
4595,its a heartache,bonnie tyler,2pag2vElkdroT8hIO4Gozi
4596,its a heartache,bonnie tyler,3P27MyEhhROcnoFnZ9WeGG
4597,its a heartache,bonnie tyler,6908BaPYEQTc9KMAQACod6
4598,its a heartache,bonnie tyler,5r7KoV5apjOsdgbywTWNgh
4599,its a heartache,bonnie tyler,7c1tu2HSs3uCrWSkGrpr80
4600,its a heartache,bonnie tyler,4nwt5NOCtAUHeob20jQqxP
4601,its a heartache,bonnie tyler,5nwxFWd80JNfuUwpVHX31A
4602,its a heartache,bonnie tyler,74zoB7XRtKPk9ZuzTshUzx
4603,its a heartache,bonnie tyler,0l2IjmYcDSAjTOthD3Oz2p
4604,its a heartache,bonnie tyler,08gpD118MVLdI5zGlb5CDm
4605,baker street,gerry rafferty,5gOd6zDC8vhlYjqbQdJVWP
4606,baker street,gerry rafferty,5LfUJyZ3q2ORunS41yrR9L
4607,cant smile without you,barry manilow,7qUTZEf6bgiApJEXpMAH5y
4608,cant smile without you,barry manilow,2JJqfZhQr4v3M4O8ceK4Ft
4609,cant smile without you,barry manilow,3wn7MrquxlodcxeDuJPf3E
4610,cant smile without you,barry manilow,39E9wHDDmHgKJt8yWWgRjT
4611,cant smile without you,barry manilow,76EpQYti4Dqf8ZH9sAMXdJ
4612,cant smile without you,barry manilow,5y85yqUt1FCisjFZep3bvD
4613,cant smile without you,barry manilow,4D3gpg8T7UK00F6qkDa1KU
4614,cant smile without you,barry manilow,716MrWPDJ6H5cOHyLOC8lc
4615,two out of three aint bad,meat loaf,2ph0hzV1kCVhR82E2La4q5
4616,two out of three aint bad,meat loaf,5DuPRYuYk8J5h1nfrcAkvA
4617,two out of three aint bad,meat loaf,31TvI9gt62k7KgPhajLVtM
4618,two out of three aint bad,meat loaf,2jOFjX33wyJJl6Sfz0j0iD
4619,two out of three aint bad,meat loaf,021vWlv02jZVfMYYVPsjDT
4620,two out of three aint bad,meat loaf,4hnkzvrhnyV5N1UYmHFGZJ
4621,two out of three aint bad,meat loaf,47okEc5602OZOvRsdhI5j3
4622,two out of three aint bad,meat loaf,1VNgXyuTQu8NM29KW7BcAd
4623,two out of three aint bad,meat loaf,0cdpQ4cLIR9YasAelhgsv6
4624,two out of three aint bad,meat loaf,77Va8lm61jgEOi8l3jXcXt
4625,two out of three aint bad,meat loaf,72YUbcuZLn8N5FBdnynCO7
4626,two out of three aint bad,meat loaf,5aKry4bpwa6QVom5jyJKv9
4627,jack and jill,raydio,5KDT5BDSmomPMe2AXuGInR
4628,take a chance on me,abba,5BckPAYcKEJuYs1eV1BHHe
4629,take a chance on me,abba,7mHjo6TCCMmYk5zQ9jlMBX
4630,sometimes when we touch,dan hill,2hw2fDtNPkIowTNuQRmlnN
4631,sometimes when we touch,dan hill,14HDUDOz7RXyRMG7eM9b2L
4632,last dance,donna summer,29RcVe2M9l8rHyWHffBmjf
4633,last dance,donna summer,5fKTkCOpnyJko7jZqpbJnX
4634,last dance,donna summer,4nWrCsWZzxiXX8FYHbydzl
4635,last dance,donna summer,0m6DMQ7sMcSNZgEOtuPzhE
4636,hopelessly devoted to you,olivia newtonjohn,5BUq9bdtsm3LWw5laJeJ4R
4637,hopelessly devoted to you,olivia newtonjohn,1rR0eM3h07YkHcIUb8lcp6
4638,hopelessly devoted to you,olivia newtonjohn,2iYyDpplV9Vc31nnSzLtls
4639,hot blooded,foreigner,6xMHglHoafdDFGXS6qfwSH
4640,hot blooded,foreigner,1Jwj7grActJ0oT50gGyoPw
4641,hot blooded,foreigner,3PX4musut3si6sslCdnRIg
4642,hot blooded,foreigner,2GC7sZvWNgc08EAr1eXCI4
4643,hot blooded,foreigner,40uXXphYpNKrbqXSU1Aono
4644,hot blooded,foreigner,5FVQMRdloJgThlRSJnhw5k
4645,hot blooded,foreigner,5JH0BfhuXcJOXXXH7adPph
4646,hot blooded,foreigner,27uFE9vgfl2WDRjtNXlSRR
4647,hot blooded,foreigner,4pZgHXIhNoGJWGKnS8a0kr
4648,hot blooded,foreigner,4Fdp4nha3WYrxKoJRePNsq
4649,hot blooded,foreigner,7DeLE53zOtrjUV15SwmUsX
4650,hot blooded,foreigner,0LiG3h9FNij4zTYSSmbF3K
4651,hot blooded,foreigner,4Y5PUEO3LCUcgbv1jfOw1C
4652,hot blooded,foreigner,2cWZIHVveTQwR2O64KHnfI
4653,hot blooded,foreigner,3yLznkdFdxM5cheUz9De6j
4654,youre in my heart the final acclaim,rod stewart,4P9kOK2PafbamK95SJOCbO
4655,youre in my heart the final acclaim,rod stewart,4B8uF8a2RHn7rx6JePUPQI
4656,youre in my heart the final acclaim,rod stewart,0POuTSOJQ6t9ZNRXZJuxy8
4657,youre in my heart the final acclaim,rod stewart,3Pe4owb1RVdzEmvgXY9Crn
4658,youre in my heart the final acclaim,rod stewart,6y4fLi92vNBqIdKsesZhZX
4659,youre in my heart the final acclaim,rod stewart,3y40Q8Ehw7IKvOGDpcx3EJ
4660,youre in my heart the final acclaim,rod stewart,3eISFlgr57PlkJXUKLbasV
4661,youre in my heart the final acclaim,rod stewart,4Nph6a0Tmhr11nFUewASzD
4662,youre in my heart the final acclaim,rod stewart,2pkPeaj86ZEVHhgAEncfp0
4663,youre in my heart the final acclaim,rod stewart,1lsAJKTZGQrKBhNVMZhZtq
4664,youre in my heart the final acclaim,rod stewart,5CZoFi2isdc7Ar8UafPmTf
4665,youre in my heart the final acclaim,rod stewart,4L4wLI4SewizFZiEDXUiTb
4666,youre in my heart the final acclaim,rod stewart,5D31lqQ1DiOFoRhr7P6Wp1
4667,youre in my heart the final acclaim,rod stewart,7h6eTm0MxJkTLObbQaNg1u
4668,youre in my heart the final acclaim,rod stewart,5sppcqH5cXA2FvY1KOgFCf
4669,youre in my heart the final acclaim,rod stewart,06Tw56qu3ohUXrHmUcYMGD
4670,youre in my heart the final acclaim,rod stewart,5r9b7bGJvhSDkkZSY2n3Et
4671,dust in the wind,kansas,6zeE5tKyr8Nu882DQhhSQI
4672,dust in the wind,kansas,0naWmO0bE2itsfHCuDwf4N
4673,dust in the wind,kansas,2ffRIcOFoNH9CWCjzjQrrk
4674,dust in the wind,kansas,6Y6PyrYbQPXmtFMnyXEuPI
4675,magnet and steel,walter egan,2v3WzIlu2VD9HtNbljqkpj
4676,magnet and steel,walter egan,2fIhWxzSB0xK90B9nDsNZl
4677,short people,randy newman,53yBKCc5S7u8zzutqepkiT
4678,short people,randy newman,0iJNd6FoEtFCXtJMGHCBUe
4679,use ta be my girl,the ojays,7H2hjTOsebKijBFaHeGo24
4680,use ta be my girl,the ojays,5K3aLetDYAPtX1q0PTR1a5
4681,use ta be my girl,the ojays,7EjdrZbFpBP2lIKT5zL7gT
4682,use ta be my girl,the ojays,7AmJATXFg6Mj2grzZXkqq2
4683,use ta be my girl,the ojays,6EPH8xys4qSaRVVqEJnPtI
4684,use ta be my girl,the ojays,2BY4eUmZT6xE0zap5MtKqp
4685,use ta be my girl,the ojays,6PBJ2c3pEu1V1dXxojrpW5
4686,use ta be my girl,the ojays,38SjNHOgNXpPv31Xw0uLqk
4687,use ta be my girl,the ojays,5nzSmf0bVhn6YpEhV6QXwL
4688,our love,natalie cole,5KC32YrLNFpjDrjz37KIrK
4689,love will find a way,pablo cruise,0eRs6SGN3HsETmKTm1h4Xs
4690,an everlasting love,andy gibb,2xaHhKOr9Vy69Q2fxbOXz4
4691,an everlasting love,andy gibb,5j7nL7DBN89XA7LpO78pyP
4692,an everlasting love,andy gibb,30IpEYZRHYmS8yZyMM5aYK
4693,an everlasting love,andy gibb,5rpvoDCHdOK1klVJXCT8yg
4694,love is in the air,john paul young,3c4OULLWwgRqBfA2dJtRuY
4695,love is in the air,john paul young,6o36q5KrEhVKuhAIUQQMkr
4696,love is in the air,john paul young,3L3N7zbYMoqRB7M8FX5Yby
4697,goodbye girl,david gates,3c6vdiLeV9DUbTMWk5H3se
4698,slip slidin away,paul simon,0zb2kpEQMnqJPiLACKMiFM
4699,slip slidin away,paul simon,79VmQuOW9aVJgydOwSWEH8
4700,slip slidin away,paul simon,2UldtdC2w0ClgsGePz2zFQ
4701,slip slidin away,paul simon,32lcxeab14LDB0WJgWky7V
4702,slip slidin away,paul simon,0ZFhokbw7ByUo3BTssCAQQ
4703,the groove line,heatwave,0QX4u1gl2VZ6HKShy7BWEn
4704,the groove line,heatwave,5jZv0ovEz80e2K2Cl5r9sQ
4705,the groove line,heatwave,12NkosKPLQWpGufPD4mmHe
4706,the groove line,heatwave,60OQneUKbdFU5NlgMaVTpe
4707,the groove line,heatwave,3tZnUWBqUn9EQeRc0GHirb
4708,the groove line,heatwave,4wRztQpH9NKObWl1jrcHhZ
4709,the groove line,heatwave,7x4WA16A44QMUb8nb3eCuj
4710,the groove line,heatwave,40BWea6rJMfuz8MgHJnsej
4711,the groove line,heatwave,1KyeovycK51JcxZE4D8n1D
4712,the groove line,heatwave,10BCcPu9sJETcgi7I56tm8
4713,thunder island,jay ferguson,3FkQN4NyCFlfn7fWzBkWCj
4714,thunder island,jay ferguson,4VNCYURZBW1kuufSn89SS0
4715,imaginary lover,atlanta rhythm section,4ZyhuoEswvZiPt5IUu2zMS
4716,imaginary lover,atlanta rhythm section,17UqTgHvRq1XFz90AbdCSw
4717,imaginary lover,atlanta rhythm section,05JdVywAL5PIkTUn4jCEmK
4718,imaginary lover,atlanta rhythm section,1s7dKKwQF8ECy6cL8SmJbR
4719,imaginary lover,atlanta rhythm section,6j5SOfvPo9FtMbQOYFV6Gh
4720,imaginary lover,atlanta rhythm section,5xSRjTWYbO5iOP48batjQa
4721,imaginary lover,atlanta rhythm section,62FZx6rYUOX6dJE8LXWH6G
4722,imaginary lover,atlanta rhythm section,19p5EWVnmTUwwZD4afAR9O
4723,imaginary lover,atlanta rhythm section,1sN5rFLfKznBNlG12CfSY4
4724,imaginary lover,atlanta rhythm section,1HKT2f9zpubvqsDYytncrN
4725,disco inferno,the trammps,22ff60cZy4APp7bzESHLR8
4726,disco inferno,the trammps,5jUA1njy3h6ynHLvPdEVHt
4727,disco inferno,the trammps,3GXo1eWlT2flv4x01l5OTu
4728,disco inferno,the trammps,4wSKJzT0swm5H2KrWsGb4z
4729,disco inferno,the trammps,5wQkjhI5zjvZGpkPDh8N4u
4730,on broadway,george benson,2oFxITGDiTZ1JRwP8yinRt
4731,on broadway,george benson,6StJLSmuKWwIfia0EUROQk
4732,on broadway,george benson,15fviSbzzzAUblwsHlv7VJ
4733,on broadway,george benson,0iI2fbR06lKJE6wSYmYQch
4734,come sail away,styx,0PsbWiVtix5FoTZ1s00mEl
4735,come sail away,styx,42kkhQVvhnhqz5sU0Hnoxz
4736,come sail away,styx,11G0yprQtMU53BLPMSr093
4737,come sail away,styx,0YQqMV75q5EMFqWJ51avHg
4738,every time i turn around back in love again,ltd,1eeySrWP5X7hsbfyc3PPge
4739,every time i turn around back in love again,ltd,3YSNYcukdnsoyQ0kzfLWvH
4740,every time i turn around back in love again,ltd,484ddPASGEH72s7xiB9sf6
4741,every time i turn around back in love again,ltd,6cZw3h3qbsshsxeAIWoqni
4742,every time i turn around back in love again,ltd,1ZPFwSYcWSmKFigGh0pcjf
4743,every time i turn around back in love again,ltd,23TXZuQEb3U0nlHrSG8G14
4744,every time i turn around back in love again,ltd,1BD7YeGd2kHS7D9nv48OfH
4745,this time im in it for love,player,0WEbxRkrGvgDQ5eBm6iH8n
4746,this time im in it for love,player,6zOEdC3BEEJ4UsKbXHv1K1
4747,this time im in it for love,player,4oeWLYYvgyf9y28Q6fiCRK
4748,you belong to me,carly simon,78MuKXyw2eeteRvMwk6CP5
4749,you belong to me,carly simon,3pErM4EiWKf3k8KU3jjbXn
4750,here you come again,dolly parton,6H7nDglS6xWpRidbhMwI2L
4751,here you come again,dolly parton,6Ze4jf0D5XFZbBr064zf8C
4752,here you come again,dolly parton,6liLOaQxM5MFWywFdCKo0y
4753,here you come again,dolly parton,0EWJ1KT2q3RdbdQIUYqZsp
4754,here you come again,dolly parton,145rlLSza5obOXk6dVjioX
4755,here you come again,dolly parton,5XfxUkr6nMQEP0rmwtkGnH
