,0,1,2
9258,love shack,the b52s,64B4UbGRLtGRBtiN2m8OvF
9259,love shack,the b52s,0LzeivEHO16a8eBQGlpVkE
9260,love shack,the b52s,4jbaMK5nzlFX8QwLMUMlkh
9261,love shack,the b52s,66A065jWMbdsmhezMBZKJ4
9262,love shack,the b52s,4FrSHdUTkTtRAA81KFgYjx
9263,love shack,the b52s,4lT9aNMFNDBy1XPMD6eO9u
9264,everybody everybody,black box,6wBMTv8yTiNh50fqTkT0JC
9265,everybody everybody,black box,7aqab3VQOMuUNNLI7pL8EJ
9266,everybody everybody,black box,4vG2cYhMz6Oq4aEKo3GwV1
9267,everybody everybody,black box,07MjuQa32RhiEDTjdKCpvH
9268,everybody everybody,black box,1tUUPs1BzakxgzLhye9IVi
9269,everybody everybody,black box,4wNnYVe8PlEJH5HJUPvXdG
9270,i go to extremes,billy joel,16LYB0chkPiblx33djiNTt
9271,i go to extremes,billy joel,4sSO565goJVs6GcwNpZSce
9272,i go to extremes,billy joel,2xudmLTZqwDNiDGMuOqSRD
9273,i go to extremes,billy joel,6Auw0PyH7XtmiZdoBeYK7D
9274,i go to extremes,billy joel,4g9cYLoNw2fS4R8cljPkPf
9275,whip appeal,babyface,3KwBXx4v79jKrITc0WBw6H
9276,whip appeal,babyface,4D13ulAZI1V7PG7Zg1Ar7r
9277,whip appeal,babyface,3pVJdvuKppX2YVwYsfXZpq
9278,whip appeal,babyface,6HyDGlA8RFmhDTcgKX60dw
9279,whip appeal,babyface,3kSRHg7YZPSzJo8sxaBsJD
9280,whip appeal,babyface,5nNeVGKwU440mkRVtSWtdG
9281,whip appeal,babyface,7r9qWoaHaLRDlowecTo0Ec
9282,whip appeal,babyface,2SIYubAjY1ApTgp5uaUz4y
9283,whip appeal,babyface,40Ggg45OmLaEMOYTMDrNnq
9284,oh girl,paul young,0YqhqbLNpfQetrwuLaVTiK
9285,its just the way that you love me,paula abdul,41DB7gQ5IraC9I2ICfSLf2
9286,we cant go wrong,the cover girls,1DTLJp3baHKyTYZMWD4zgp
9287,we cant go wrong,the cover girls,1GX2PkrveDF9Mjl5Y4AkYP
9288,we cant go wrong,the cover girls,47MLOgzrhyG7MfMSMBiyKI
9289,we cant go wrong,the cover girls,78HUMABnweXcfrYP0fHbhE
9290,we cant go wrong,the cover girls,7xiXjg5SZTLc0aLbtKngSL
9291,when im back on my feet again,michael bolton,47SOobTLWvyZpUfpmuUARJ
9292,when im back on my feet again,michael bolton,3TK9554DKSajfRbxqeo2Zk
9293,when im back on my feet again,michael bolton,5aeaJHG79NNGwShdDkMgvD
9294,when im back on my feet again,michael bolton,0It9ukDSdv0VJGBmKA2MGO
9295,when im back on my feet again,michael bolton,6j5MbYgP330dwRP4r6UT4u
9296,make you sweat,keith sweat,3iI6xZkQSWGjWx5phFVLn2
9297,make you sweat,keith sweat,6G9rDpbpGIf87oZyY9hS2O
9298,this ones for the children,new kids on the block,78bDGxqn2KF2VU1G3Kz6J0
9299,this ones for the children,new kids on the block,7g0a2rjDPsdHsg1ZRCBYHk
9300,this ones for the children,new kids on the block,3Otiz92DUpJGGpPi6g6uBP
9301,this ones for the children,new kids on the block,7GDjcEfN9TLuq2RcBvEMun
9302,this ones for the children,new kids on the block,6CUhZfTemQGNIqK25Spa5a
9303,this ones for the children,new kids on the block,7pquetnQbeF7vAozyxXVzU
9304,what it takes,aerosmith,1VnwYAUlz1Ln0E2QGUnYHB
9305,what it takes,aerosmith,3RSLSlNHMhOlQc1iPmOpeX
9306,forever,kiss,2o4u19nlQWOGg5mLanT7Pg
9307,jerk out,the time,2QzLYgjE7zTj1lb6Wi1aPx
9308,just a friend,biz markie,3yNVfRQlUPViUh8O2V9SQn
9309,just a friend,biz markie,4mg9sMPDKZhKH45UJE1p6J
9310,just a friend,biz markie,1pEr2GnxsWhb4OJFEpWWUu
9311,just a friend,biz markie,2K3M26n92jUIiFHmV9BdvI
9312,just a friend,biz markie,17a95SrN1KMipagOmov6l6
9313,swing the mood,jive bunny and the mastermixers,3Aimpqxpvmz7jhJlNnEd5c
9314,swing the mood,jive bunny and the mastermixers,2BxfsqdNbyuopUDJsVmUyx
9315,swing the mood,jive bunny and the mastermixers,4Nr1gt7dOOha41x8LtQogF
9316,thieves in the temple,prince,403oiKw757eJnbDKPSjhHV
9317,thieves in the temple,prince,2OHQlHc31xILYqrFiHiK7s
9318,thieves in the temple,prince,1KmGMot8eJCgEPVjTpkkVG
9319,thieves in the temple,prince,3jU4A5qobaXYLnnQiEoFqJ
9320,thieves in the temple,prince,1ofIj6wG6HdHdEJf4PBIzu
9321,thieves in the temple,prince,2csZFcu9S2CKVJHZRCeEx3
9322,everything i do i do it for you,bryan adams,1Eb90nmqTrxylKFhcUzW8P
9323,everything i do i do it for you,bryan adams,0YOKvap9MGrK0Ec9yUxFmD
9324,everything i do i do it for you,bryan adams,36Mp5VhuSWl8Mem4CKidSg
9325,everything i do i do it for you,bryan adams,0R7UmDZ9MP9LOiWdv4fDIK
9326,i wanna sex you up,color me badd,3lsse1FoSHnNXc6y0jHxvd
9327,i wanna sex you up,color me badd,07efOAoPwcRdd4W6gi8BRF
9328,i wanna sex you up,color me badd,5yPo9KKFjDvUgd3ZRDJuWC
9329,i wanna sex you up,color me badd,4AqxA8FzKfYPoo2GVjEQsC
9330,i wanna sex you up,color me badd,5ANYF9z4K0yI75QgMu3ekb
9331,i wanna sex you up,color me badd,08SbA6HroIITW98WnpN09B
9332,i wanna sex you up,color me badd,1kPBHRXyXdrtYfUfeRwBko
9333,i wanna sex you up,color me badd,4oQn21ZUCj2bn1A7qlhP5i
9334,i wanna sex you up,color me badd,7r7K1Cp9SaUufWTPKhCuoa
9335,i wanna sex you up,color me badd,5VYmuxEdsJQYCuR9MBbUra
9336,i wanna sex you up,color me badd,6PNGUCwDxdobNOVXrDbXpu
9337,i wanna sex you up,color me badd,3px156RqKPoqmxq44b3pSD
9338,i wanna sex you up,color me badd,7rZ0KMbKczlgpoC3PAC5Kl
9339,i wanna sex you up,color me badd,0w8mACHsuz4qcOcxfNg3m2
9340,i wanna sex you up,color me badd,3JvUhsU33ma5I4rnrGHRf9
9341,rush rush,paula abdul,015qd1I4v00JIoK7yOUgKC
9342,rush rush,paula abdul,3zGU99fQg0gCI13uINHgDF
9343,one more try,timmy t,2drQ6wg2hdl6RDslarifh8
9344,unbelievable,emf,5VYTKiOnHw4iTrB9pG3yum
9345,more than words,extreme,2SbsvihBJmgNKZ4qkXFWrp
9346,more than words,extreme,5agRdN48WN57DGLja3klwV
9347,i like the way the kissing game,hifive,1knipGsDFp6FBFc6aRRyjL
9348,i like the way the kissing game,hifive,1subgTcTcZrPWrjlXRsqdY
9349,i like the way the kissing game,hifive,4sKdoaM0qssk4BJa1DaZd1
9350,baby baby,amy grant,3IDsegNBHC4pjGCOMTQYlU
9351,motownphilly,boyz ii men,4LxIGAVfcQIw0zAQRyFhU8
9352,motownphilly,boyz ii men,1pphPpvYOvxPtftXI5AlWf
9353,motownphilly,boyz ii men,57Pb9VgYacwwqYms6wUedW
9354,motownphilly,boyz ii men,4ocCEe48oIeQiW7snrDuOQ
9355,motownphilly,boyz ii men,3PqhQ5G24At0yDQuJBLZjT
9356,motownphilly,boyz ii men,0LvjCWaOircXPoe193qJ3k
9357,motownphilly,boyz ii men,4sZRjzzZ0WWurHwyaZNv8L
9358,motownphilly,boyz ii men,7njDlmknMsTExGjW6Iy8YT
9359,motownphilly,boyz ii men,5AjCsXV2LZhXW73FWRfbc1
9360,motownphilly,boyz ii men,2dy8RVhkyPS98vqtZMJwv5
9361,motownphilly,boyz ii men,1cjxQDPer6JGCTXLk6ZYTf
9362,motownphilly,boyz ii men,77NUA1Z3RaHwZreXSWUGNo
9363,because i love you the postman song,stevie b,6VmodO1LYuO5RVpaqn5kwp
9364,because i love you the postman song,stevie b,3OH9fyhypFU09jR6XL6rqM
9365,because i love you the postman song,stevie b,6GWAYg3cZzizs3FAJzdydD
9366,someday,mariah carey,6TSM5vkz0WzyZsNAKKYDcw
9367,high enough,damn yankees,5t5rCnsgRBtcKqTB7SbD1Q
9368,from a distance,bette midler,48eiLW57CqSmCYNZRM2J8M
9369,from a distance,bette midler,3virPtGQZYTj78ksm2Vspl
9370,from a distance,bette midler,3py3h4xnANTrDqGgjsVkkO
9371,from a distance,bette midler,5W28Z4QYQc73sAzISP9mNm
9372,all the man that i need,whitney houston,07M76e7IXxYdnC1BBiJxEX
9373,all the man that i need,whitney houston,5gUXJ028FkqhUAKk7bMWY4
9374,all the man that i need,whitney houston,6pJNsUP1fnO17bBoSTXfCR
9375,all the man that i need,whitney houston,6cwuWqutQzCsEK7coihi6Z
9376,all the man that i need,whitney houston,3KWLijixsoPpaS6nrRz4cA
9377,all the man that i need,whitney houston,4SYYGg9B7pd8OB0xKtEGuT
9378,right here right now,jesus jones,3fcGGP62sllcNEhuFJVYeC
9379,i adore mi amor,color me badd,05R2lE5g9hnaSmxIrUl3C0
9380,i adore mi amor,color me badd,1gYREzv5xa8ztPrRFHfeAh
9381,i adore mi amor,color me badd,0WEQL5QVG4rSl23UhFuw17
9382,i adore mi amor,color me badd,4mbJ7J8vzMjiks03b7Hw11
9383,i adore mi amor,color me badd,180gv6KRScb4Qm4wqfgifB
9384,i adore mi amor,color me badd,1cJgdOo4R4SpzShXm7wApx
9385,i adore mi amor,color me badd,5KYz254Hp2jnmWay3YnMUN
9386,i adore mi amor,color me badd,78xWRS9xI8LoipISkqRAgO
9387,i adore mi amor,color me badd,7og3OU1HnCiKEYBIEGKod4
9388,i adore mi amor,color me badd,0dEaEi5VljQcJBueXbwhtG
9389,i adore mi amor,color me badd,1jpjyw4S5P1F6mrvpe0HMD
9390,i adore mi amor,color me badd,5z8hLX2ZPbdxEwDxnhRbTV
9391,i adore mi amor,color me badd,5iapZoD2HuD3NUU7vgdqSL
9392,i adore mi amor,color me badd,7drycN43CNNCHVDjRPYoiP
9393,i adore mi amor,color me badd,1w5cYzljzuJleQjuYnHJh2
9394,love will never do without you,janet jackson,30tkVyBPF2ZGF2oBnaE6cE
9395,love will never do without you,janet jackson,0DUOrTcD58Kt7cUrSoNUq9
9396,love will never do without you,janet jackson,6mf8kEptTt2pQcRrXv0tek
9397,love will never do without you,janet jackson,0wpgrqhhoiZ7EgFO6TsoPh
9398,love will never do without you,janet jackson,2CbKXVtmsNXBabUiRnQYKK
9399,love will never do without you,janet jackson,2ZdLydbZnqW208LpEA2TW9
9400,love will never do without you,janet jackson,2VAyHawLZJ2LTWIK5Xp0UO
9401,love will never do without you,janet jackson,5g1WaagDhAaSYczFutOZ61
9402,love will never do without you,janet jackson,0ZYeX5gNcjjgXyunEudI7a
9403,love will never do without you,janet jackson,435dwfvPZtiiEeh156ijVq
9404,justify my love,madonna,6BWRvw630R8z2vNMok6quI
9405,justify my love,madonna,4bBv0T7T4JVFRufmcXyY0X
9406,justify my love,madonna,6NBGabiAuQklrfkufcOqlN
9407,justify my love,madonna,5uqx3UjhSx49YeEtdhhTDW
9408,justify my love,madonna,6l3J55vZzuoGGkkEc5J8PO
9409,emotions,mariah carey,0cELvuwJW1acISUHYB6suj
9410,joyride,roxette,3Skwc4sh1QHUGcWrFBFWSF
9411,joyride,roxette,7CBy5lwwNECPDjsksQrxxB
9412,joyride,roxette,16XUiKIZdyoJoXjHAid7TF
9413,joyride,roxette,5oHpul6hRtvOdqUyX2VCzP
9414,hold you tight,tara kemp,0otWaD7P1jqYsb0qSHNo6J
9415,i dont wanna cry,mariah carey,1hFtJ5rV3aAm58ErijHdFO
9416,i dont wanna cry,mariah carey,0teDsv8tamopDm9xiBLPGq
9417,i dont wanna cry,mariah carey,34EqzNdJlxu0VTXJFUNRmZ
9418,youre in love,wilson phillips,5KNbCF0FpIWuPE8x6bhGgw
9419,youre in love,wilson phillips,1nE0SDjEZxWrz2YXVK1Lm6
9420,every heartbeat,amy grant,55lX3vm1G35mUpawXHK5Te
9421,sensitivity,ralph tresvant,42j8MUqLMWw2DkzqyDa4GP
9422,touch me all night long,cathy dennis,4JPnWCaS4mPMB4ihdwg7ub
9423,touch me all night long,cathy dennis,0ZAU0CS3Qir3awPYkcNUjL
9424,touch me all night long,cathy dennis,61gHYpXHLSNSw4Uzxv2ji9
9425,touch me all night long,cathy dennis,1F6qiqIAVBVljZvolGT4Bl
9426,touch me all night long,cathy dennis,3Dno6NpLGqKCuvVWvJAr7A
9427,ive been thinking about you,londonbeat,50PeqUz1BjMw9ayNTk5O4d
9428,ive been thinking about you,londonbeat,4iaA2kE2ai9R1J25mf33xX
9429,ive been thinking about you,londonbeat,1TCBJhqZAdx3jV3UybZHBx
9430,ive been thinking about you,londonbeat,12NL6Uu4PuMjuzdMZ3bFgZ
9431,ive been thinking about you,londonbeat,4uBoMR5ajcTD7iN6I4dUYV
9432,ive been thinking about you,londonbeat,29jtJ57So4dUKNGUrukjAF
9433,ive been thinking about you,londonbeat,5ojjL1ypuOtqqOpb4QiM1M
9434,ive been thinking about you,londonbeat,6R1rMzfZjHXEaNORVeDLkW
9435,ive been thinking about you,londonbeat,5DJRDQeQBDw9NoKbjdn5fk
9436,ive been thinking about you,londonbeat,4J7AdIu2ic3FzP1MSGV1lo
9437,ive been thinking about you,londonbeat,2N2R8Ipct6KygwSfpAPZDH
9438,losing my religion,rem,31AOj9sFz2gM0O3hMARRBx
9439,losing my religion,rem,0svaiEE8lMG6Q3PjMWdxLq
9440,coming out of the dark,gloria estefan,505MTNh5kvgYCmroWGCTTF
9441,coming out of the dark,gloria estefan,4azjLBXc01eV71XbVDYUKO
9442,coming out of the dark,gloria estefan,5WKYuo9cBd5SuwlBqriTgt
9443,coming out of the dark,gloria estefan,7joyhwyE9ti4Ve9ppmDqvl
9444,coming out of the dark,gloria estefan,5CcgQ2sZRu6ZtPSGDrtssM
9445,coming out of the dark,gloria estefan,0Fb6eQPsYcCABYtzDDymjE
9446,coming out of the dark,gloria estefan,0wwGyfBsl3Fc2vBnfq09id
9447,coming out of the dark,gloria estefan,6nwpLHhE53PIaUQP5xmOKI
9448,coming out of the dark,gloria estefan,0frayEA3QmRe1TKh7sUBsI
9449,coming out of the dark,gloria estefan,3lYfA35fj2dUrBQmVWguXu
9450,it aint over til its over,lenny kravitz,6VnpKLtfNH4Dk09YSGPSyR
9451,it aint over til its over,lenny kravitz,1b4k4IbFdUjVaLVIvlrqep
9452,it aint over til its over,lenny kravitz,3aZPzF7Sr0zy3K0EkKyEzk
9453,wind of change,scorpions,3ovjw5HZZv43SxTwApooCM
9454,wind of change,scorpions,5WSsTyBvMEFG3ac6JKb9gY
9455,wind of change,scorpions,4iKTbuGckmJaWQAyKDR7Q7
9456,wind of change,scorpions,6wMt74ZBbZc33uTPSPZJcg
9457,the promise of a new day,paula abdul,5m8xVZhlM7E2mL9uuxZpF6
9458,the promise of a new day,paula abdul,2yHyxAYmOAglwZP2vIsOuB
9459,the promise of a new day,paula abdul,3lkADn6ZyhGbwpXZVj0Vs4
9460,im your baby tonight,whitney houston,3SmPl0CGxvvkQCrTv7edEE
9461,im your baby tonight,whitney houston,5yFt7dkjC3AGuKOBaosed4
9462,im your baby tonight,whitney houston,51FsoODEvsttGVKap7IXur
9463,im your baby tonight,whitney houston,07M76e7IXxYdnC1BBiJxEX
9464,im your baby tonight,whitney houston,6LuRPg5tHDwcyXvEvrtVxP
9465,im your baby tonight,whitney houston,7623p8KZ24WTeO0NeIb4tV
9466,im your baby tonight,whitney houston,3qCE3tlNYhxVrEOwVnF3Q9
9467,im your baby tonight,whitney houston,1im50ACr2MyoalGIy7xgwb
9468,im your baby tonight,whitney houston,1v432WiNGnjfsdDAjMJrxQ
9469,im your baby tonight,whitney houston,2tYPx6gPuRDKOmoBZOGfNJ
9470,im your baby tonight,whitney houston,6fFVwBQbgOsLgL7Mj7vJoN
9471,im your baby tonight,whitney houston,6K72MqCTSQTb1I6spurCTB
9472,im your baby tonight,whitney houston,2mZKMwamr50x6vrcjVa4bK
9473,im your baby tonight,whitney houston,4bDVcRtHvVXiCdhwbq7Tpk
9474,im your baby tonight,whitney houston,3WhyNUqEyhVOwc1JyWy9rA
9475,im your baby tonight,whitney houston,2dUFDcYgiXgDO7ohd52kRr
9476,im your baby tonight,whitney houston,3pH5b6zcqwYr7YrtTbcNxA
9477,im your baby tonight,whitney houston,7vvk2pzC8lda7dh3Ugc0VG
9478,love of a lifetime,firehouse,2kDH08boXJyhKMl5hnZbrE
9479,love of a lifetime,firehouse,6h4XdLI9UmFR7I0gcLjOdE
9480,fading like a flower every time you leave,roxette,6aXY8SXfIcDU1FTNqo5fHz
9481,fading like a flower every time you leave,roxette,6Q2dk1L9uCTzYODYaYzO69
9482,fading like a flower every time you leave,roxette,7lMGVp49BU4MS0bJq6nFUu
9483,fading like a flower every time you leave,roxette,7lizOj26AKXsAntUQMTJsq
9484,fading like a flower every time you leave,roxette,4hAUw4pqy61DIsTuWGjiUD
9485,fading like a flower every time you leave,roxette,6xH3cl27DxMPU26wa045du
9486,fading like a flower every time you leave,roxette,3gJ1GgHDZYtg0gwlbXDvKE
9487,fading like a flower every time you leave,roxette,0XosBiZoWLv6HdFNlpQLtc
9488,this house,tracie spencer,10JIQ4VbdRMlqvSJGvi7El
9489,hole hearted,extreme,454prfBh6yhYBJ05NUGHJ4
9490,hole hearted,extreme,2VFRDX3C2WzsujOzlaSWck
9491,hole hearted,extreme,06vuPtkRUpSI8hSxoslmwi
9492,hole hearted,extreme,1EFubRcpptf4VNR3Mry3hz
9493,hole hearted,extreme,1sxfZq7CRHq7kSphqWc3xO
9494,hole hearted,extreme,40gvI8LJBGxeTkR7h7KnGB
9495,hole hearted,extreme,3YhyfVJJXDKHHMUxHTfYc9
9496,power of lovelove power,luther vandross,6ep87j7rt6j8Fok55N9NOs
9497,power of lovelove power,luther vandross,22RCzyBU4gHnZ6pdJzT3RM
9498,impulsive,wilson phillips,2lxfnTyWxW381PXDm9Mg77
9499,impulsive,wilson phillips,692XHAg8XOEAhwVm8c4rYr
9500,love is a wonderful thing,michael bolton,2LCIRBYUBMFy9hL81qthi1
9501,rhythm of my heart,rod stewart,6pceknxOgA22HKs99yPEm1
9502,rhythm of my heart,rod stewart,1y0c5S2m1iqTyH6uvC2WHh
9503,rhythm of my heart,rod stewart,2eY81nFYItnued7j16JNbB
9504,rhythm of my heart,rod stewart,4cYzUdowRuiX3F1NQFZIEC
9505,rhythm of my heart,rod stewart,4B0WcamcjwBaBObRPDxNdv
9506,rhythm of my heart,rod stewart,7MTqL65vW6vzOHNI6aged6
9507,rhythm of my heart,rod stewart,2XqgZTQ73Y3C8wMBM8dQRh
9508,i touch myself,divinyls,6oNvmplQGUkmAh441Teows
9509,i touch myself,divinyls,5aQbU87pYZcOET0o9lqrDs
9510,iesha,another bad creation,4PWaeUVCHIVbXlpXEuIcvR
9511,iesha,another bad creation,18qgd61768n3awNU4cnr9R
9512,iesha,another bad creation,29NVXXmWce6K0fOMgt2NYE
9513,something to talk about,bonnie raitt,6Ceejf3zBXvAhIY9DbP1Pr
9514,something to talk about,bonnie raitt,0gE5Y2YyO74fpUsHjysB75
9515,after the rain,nelson,3VWGHiQO7fArciqoKB2DSx
9516,play that funky music,vanilla ice,1Ezs8eYxuZjhlgyoI1Bo76
9517,cant stop this thing we started,bryan adams,753VOnELPOptUFMm7H10Vc
9518,cant stop this thing we started,bryan adams,4RUHuYAUPRjYXqo2INjdAj
9519,cant stop this thing we started,bryan adams,0HejdOAwTgxGlRcKyDAqhB
9520,cant stop this thing we started,bryan adams,4e80zUwo7YuhNHs9OokSG0
9521,cant stop this thing we started,bryan adams,4ix0YyPQAue6HIRiScGQ9h
9522,cant stop this thing we started,bryan adams,31YaUgTnP3DU41eRfjYsD8
9523,i cant wait another minute,hifive,1CeGBbkJeKPojRmlo2gIwq
9524,time love and tenderness,michael bolton,3efqNhyZjnIX2Pnu4Jx8dq
9525,time love and tenderness,michael bolton,6Tsf4gyepJ1BvIKUKjqvuv
9526,time love and tenderness,michael bolton,3ascnOSOR5MX901ylGuhcl
9527,time love and tenderness,michael bolton,7ho5FKdNqmmbCpXYcyDH8c
9528,time love and tenderness,michael bolton,2LCIRBYUBMFy9hL81qthi1
9529,time love and tenderness,michael bolton,34IrFGwBby3nYswQOb7FEz
9530,time love and tenderness,michael bolton,1ethUluI5mc9zLDDTWyHg4
9531,time love and tenderness,michael bolton,7GgueqU515mlTEym3yxh44
9532,time love and tenderness,michael bolton,5F8NxqAkIdsOL9ZY8ac0xE
9533,time love and tenderness,michael bolton,22g3VazEjqpQcduuFkhCoO
9534,time love and tenderness,michael bolton,4RKdHc1R1FXZVfFH0mbbvA
9535,time love and tenderness,michael bolton,1a9cCw4myeePLSZ0qzXYbN
9536,time love and tenderness,michael bolton,3IxuNVKuUJMySpiksotLs4
9537,time love and tenderness,michael bolton,1pIxqG70jkmvNKpbMl1966
9538,time love and tenderness,michael bolton,2rYd2zq41IpoSxRsZC703c
9539,time love and tenderness,michael bolton,0uGaDeGjXxK6NQ4OrmZRUL
9540,sadeness part i,enigma,21L4PUG3udBWnPS9UXHS6w
9541,sadeness part i,enigma,01ZcGaInwbGQ851SwRKnNE
9542,sadeness part i,enigma,7oaLLy2IjbIdZK2FWsU5lE
9543,sadeness part i,enigma,6xVZF2aRx0GuExTi2I7yWl
9544,sadeness part i,enigma,6et44yQqSVlmJJ7NkGtjss
9545,sadeness part i,enigma,3ztlRgucy092O6CUj00khU
9546,sadeness part i,enigma,1MaQCqFJUmPapOaDMjAPZn
9547,sadeness part i,enigma,7HzrQ0VEDQ1kcfnGtwRW0d
9548,around the way girl,ll cool j,4Qxv2L4JICAWLFrBV6QeH8
9549,around the way girl,ll cool j,4cL7gW8OQDkq17Sax5Q04e
9550,around the way girl,ll cool j,5Zw0njjX7rfkvujztdQucG
9551,around the way girl,ll cool j,5OImdpwcgkWoBEQK7cw4sr
9552,around the way girl,ll cool j,0Tm1KbXGnzq9dvZfbqsaUj
9553,around the way girl,ll cool j,09QzNh142s95CTl70xCoig
9554,around the way girl,ll cool j,49PPrCt4S5nFLGH56qkxuT
9555,around the way girl,ll cool j,3DBkcI53IZLObzqAJiTSS9
9556,around the way girl,ll cool j,0Zd3NOVdWNSCm3k1HsN84x
9557,show me the way,styx,2upjcGvuiTCGSaGPZZ2dtD
9558,love takes time,mariah carey,48l7PNpT2fBoT4cdLW6EzP
9559,love takes time,mariah carey,7IldPp4fUmE473PYN0jCPg
9560,love takes time,mariah carey,3ZxaofE5CXbrFXpZtW8bDr
9561,love takes time,mariah carey,2Q69LNmN556SIr3EKVdQKx
9562,love takes time,mariah carey,6K6Gv6i4IEbVOLJq4ewnIA
9563,cry for help,rick astley,02mYS2yrqvRj5Yx8kexNWN
9564,cry for help,rick astley,46L7QPDXvEPoTLCHZwmZms
9565,cry for help,rick astley,2aPGtbnNqkHd5ozrsDlcxi
9566,cry for help,rick astley,5CbR0E418LU7lvXuew6vBp
9567,cry for help,rick astley,68SdoZ81RGoxLydvCEoDoT
9568,cry for help,rick astley,56H9SRXC4oCA5solx1J9VZ
9569,the way you do the things you do,ub40,04PydaEH97XN7YohGteKpK
9570,the way you do the things you do,ub40,57TXGBrxHMKjysp2lURlhd
9571,the way you do the things you do,ub40,1A9BW4KVgrhyqTxwAN1kjW
9572,the way you do the things you do,ub40,65cUXbKDKBPTEmMSOQnYh5
9573,the way you do the things you do,ub40,42HaJ7QlInzQ5vHKWb5Ixa
9574,the way you do the things you do,ub40,5fosq5vHYLfjRJByIdldUh
9575,the way you do the things you do,ub40,5yJfP9S1bLIBfVfYjhYkpP
9576,here i am come and take me,ub40,6YR2MkzMhojHBmW1TbXtZO
9577,here i am come and take me,ub40,3O09gKWq9hEaVFfdciJoI8
9578,here i am come and take me,ub40,1ti85OealKe0Yq23ws9n0e
9579,here i am come and take me,ub40,2rvvqVYshNojBDidu2VUKj
9580,here i am come and take me,ub40,73naeLppyNcpQ0ndTLiDPs
9581,here i am come and take me,ub40,1MHrzp62UIZpXPx2VtuRdk
9582,here i am come and take me,ub40,6xD5c9FAEPgv8EemOCx76x
9583,here i am come and take me,ub40,0cNbTpMDspjDoey7HVmy2a
9584,here i am come and take me,ub40,00cZ0cOOktLSYivXDk7r9J
9585,here i am come and take me,ub40,1Vtn3GrR5GGwN2w6SdVuw4
9586,crazy,seal,6Vz7vzOpCwKeSQlfViibuY
9587,ill give all my love to you,keith sweat,4L9VA69sfZKK5HAs5zP22I
9588,ill give all my love to you,keith sweat,0zHmCOyvnl7cchZqKlINIX
9589,ill give all my love to you,keith sweat,12wJUOPK3IImNGH9rlDeci
9590,ill give all my love to you,keith sweat,5QOZOiKm5as8wOSN0KCS8X
9591,ill give all my love to you,keith sweat,3iI6xZkQSWGjWx5phFVLn2
9592,ill give all my love to you,keith sweat,0fu5KAV7nsjIHb1ky2ZiJf
9593,ill give all my love to you,keith sweat,6KoVYO2VG5td9x5VKZFmqW
9594,ill give all my love to you,keith sweat,1Q9wVJtnNuQgkKlfgyKTS6
9595,ill give all my love to you,keith sweat,6SdPDNYIs34H0MWBrrfH6T
9596,ill give all my love to you,keith sweat,2Vjw3zduX1T0WrTvYx4viV
9597,ill give all my love to you,keith sweat,0GJOLm60Zmo33vis4F6BYQ
9598,ill give all my love to you,keith sweat,7l1KTU0RpcjAsBfCqxIhoo
9599,ill give all my love to you,keith sweat,0dvAy9Iaj5zipg8G8b1XgR
9600,ill give all my love to you,keith sweat,4thHMMbsXRiH8fcgir0wSy
9601,ill give all my love to you,keith sweat,6YDDAYHFTGQZ4X1tqSVOYj
9602,ill give all my love to you,keith sweat,3zGSRFNMVzX5HvR9Y8fatx
9603,place in this world,michael w smith,0PKTBeN87JYJ1mRzrq5Aog
9604,something to believe in,poison,7pUYjnFTXMs0mFWsE9epqV
9605,wicked game,chris isaak,5l91KHr9uF8wdSdtRoZba8
9606,wicked game,chris isaak,390AWnOn2rfe9FzQjYmxIH
9607,get here,oleta adams,5pDRIxiUZ9Sz9XKKFfKSsJ
9608,im not in love,will to power,5Wiin0U2QVAUSz4ChP9lXk
9609,im not in love,will to power,0mojApmD4eBpY32555Puwy
9610,real real real,jesus jones,5gbPzqSC9MFfkeM3L06Imy
9611,everybody plays the fool,aaron neville,0mKqVghILq1TmTDHiaRf9d
9612,strike it up,black box,742hY2twqAjwNYnKkQdilj
9613,strike it up,black box,52J4ViK2kVJhmpkfoLSSrD
9614,strike it up,black box,7uae2qwNsGSCXT7B8JTztW
9615,strike it up,black box,7kxppP1klVkbgVxmtq8bGw
9616,strike it up,black box,0D81JqwJSUyPQtRnAYFM9f
9617,disappear,inxs,2wg6RV3N9GoUMURfhxMJ3P
9618,groove is in the heart,deeelite,2UVLuddklEVak5PXgC7baA
9619,groove is in the heart,deeelite,2pj1pqjx4iznHdeyW1cM9W
9620,groove is in the heart,deeelite,3uQiW6q0hwCHXHooboqxaG
9621,groove is in the heart,deeelite,2ElAkULMqjLNP5Na2VAs0w
9622,groove is in the heart,deeelite,013NgPbHUJ191i2J6JY9zj
9623,groove is in the heart,deeelite,5doTaMzDbMhNNtLXH2kxTY
9624,groove is in the heart,deeelite,2GlvUa0lZG59fVcExgPkGP
9625,all this time,sting,2cu8WtQZdxGe3lbetlzeNe
9626,the one and only,chesney hawkes,69Tyiih00ZZKboHFnXp0VF
9627,the one and only,chesney hawkes,4M6DqCVEOYBItWdrvdZWkZ
9628,the one and only,chesney hawkes,5KW5exONmWLybCyc8ogMCn
9629,freedom 90,george michael,3tyTt5pEWblt96j1HsXiV5
9630,freedom 90,george michael,1SKApv6ZfJ9bkUxeRObJEF
9631,freedom 90,george michael,0tLa4mib11WGc1YbSa1AFq
9632,freedom 90,george michael,0YuqaTaX6wdAI3mSR6LPQt
